birdid,Region,family,bird,latin,flags,sighting_time,bird_type,t_order,Family Rank
822,US, Emberizidae,﻿﻿Fox Sparrow,,,,,,76
823,US, Emberizidae,Song Sparrow,,,,,,76
824,US, Emberizidae,﻿﻿Lincoln's Sparrow,,,,,,76
825,US, Emberizidae,﻿﻿Swamp Sparrow,,,,,,76
826,US, Emberizidae,﻿﻿White-throated Sparrow,,,,,,76
827,US, Emberizidae,﻿﻿Harris's Sparrow,,,,,,76
828,US, Emberizidae,﻿﻿White-crowned Sparrow,,,,,,76
829,US, Emberizidae,﻿﻿Golden-crowned Sparrow,,,,,,76
830,US, Emberizidae,﻿﻿Dark-eyed Junco,,,,,,76
831,US, Emberizidae,﻿﻿Yellow-eyed Junco,,,,,,76
832,US, Emberizidae,﻿﻿Little Bunting,,,,,,76
833,US, Emberizidae,﻿﻿Rustic Bunting,,,,,,76
834,US, Cardinalidae,Hepatic Tanager,,,,,,77
835,US, Cardinalidae,﻿﻿Summer Tanager,,,,,,77
836,US, Cardinalidae,﻿﻿Scarlet Tanager,,,,,,77
837,US, Cardinalidae,﻿﻿Western Tanager,,,,,,77
838,US, Cardinalidae,﻿﻿Flame-colored Tanager,,,,,,77
839,US, Cardinalidae,﻿﻿Crimson-collared Grosbeak,,,,,,77
840,US, Cardinalidae,﻿﻿Northern Cardinal,,,,,,77
841,US, Cardinalidae,﻿﻿Pyrrhuloxia,,,,,,77
842,US, Cardinalidae,﻿﻿Yellow Grosbeak,,,,,,77
843,US, Cardinalidae,﻿﻿Rose-breasted Grosbeak,,,,,,77
844,US, Cardinalidae,﻿﻿Black-headed Grosbeak,,,,,,77
845,US, Cardinalidae,﻿﻿Blue Bunting,,,,,,77
846,US, Cardinalidae,﻿﻿Blue Grosbeak,,,,,,77
847,US, Cardinalidae,﻿﻿Lazuli Bunting,,,,,,77
848,US, Cardinalidae,﻿﻿Indigo Bunting,,,,,,77
849,US, Cardinalidae,﻿﻿Varied Bunting,,,,,,77
850,US, Cardinalidae,﻿﻿Painted Bunting,,,,,,77
851,US, Cardinalidae,Dickcissel,,,,,,77
852,US, Icteridae,Bobolink,,,,,,78
853,US, Icteridae,﻿﻿Red-winged Blackbird,,,,,,78
854,US, Icteridae,﻿﻿Tricolored Blackbird,,,,,,78
855,US, Icteridae,﻿﻿Eastern Meadowlark,,,,,,78
856,US, Icteridae,﻿﻿Western Meadowlark,,,,,,78
857,US, Icteridae,﻿﻿Yellow-headed Blackbird,,,,,,78
858,US, Icteridae,﻿﻿Rusty Blackbird,,,,,,78
859,US, Icteridae,Brewer's Blackbird,,,,,,78
860,US, Icteridae,Common Grackle,,,,,,78
861,US, Icteridae,Boat-tailed Grackle,,,,,,78
862,US, Icteridae,﻿﻿Great-tailed Grackle,,,,,,78
863,US, Icteridae,﻿﻿Shiny Cowbird,,,,,,78
864,US, Icteridae,﻿﻿Bronzed Cowbird,,,,,,78
865,US, Icteridae,﻿﻿Brown-headed Cowbird,,,,,,78
866,US, Icteridae,﻿﻿Black-vented Oriole,,,,,,78
867,US, Icteridae,﻿﻿Orchard Oriole,,,,,,78
868,US, Icteridae,﻿﻿Hooded Oriole,,,,,,78
869,US, Icteridae,﻿﻿Streak-backed Oriole,,,,,,78
870,US, Icteridae,Bullock's Oriole,,,,,,78
871,US, Icteridae,﻿﻿Spot-breasted Oriole,,,,,,78
872,US, Icteridae,﻿﻿Altamira Oriole,,,,,,78
873,US, Icteridae,﻿﻿Audubon's Oriole,,,,,,78
874,US, Icteridae,﻿﻿Baltimore Oriole,,,,,,78
875,US, Icteridae,﻿﻿Scott's Oriole,,,,,,78
876,US, Fringillidae,Common Chaffinch,,,,,,79
877,US, Fringillidae,Brambling,,,,,,79
878,US, Fringillidae,﻿﻿Gray-crowned Rosy-Finch,,,,,,79
879,US, Fringillidae,﻿﻿Black Rosy-Finch,,,,,,79
880,US, Fringillidae,﻿﻿Brown-capped Rosy-Finch,,,,,,79
881,US, Fringillidae,﻿﻿Pine Grosbeak,,,,,,79
882,US, Fringillidae,﻿﻿Eurasian Bullfinch,,,,,,79
883,US, Fringillidae,﻿﻿Common Rosefinch,,,,,,79
884,US, Fringillidae,﻿﻿Purple Finch,,,,,,79
885,US, Fringillidae,﻿﻿Cassin's Finch,,,,,,79
886,US, Fringillidae,﻿﻿House Finch,,,,,,79
887,US, Fringillidae,﻿﻿Red Crossbill,,,,,,79
888,US, Fringillidae,﻿﻿White-winged Crossbill,,,,,,79
889,US, Fringillidae,﻿﻿Common Redpoll,,,,,,79
890,US, Fringillidae,﻿﻿Hoary Redpoll,,,,,,79
891,US, Fringillidae,﻿﻿Eurasian Siskin,,,,,,79
892,US, Fringillidae,﻿﻿Pine Siskin,,,,,,79
893,US, Fringillidae,﻿﻿Lesser Goldfinch,,,,,,79
894,US, Fringillidae,Lawrence's Goldfinch,,,,,,79
895,US, Fringillidae,﻿﻿American Goldfinch,,,,,,79
896,US, Fringillidae,﻿﻿European Goldfinch,,,,,,79
897,US, Fringillidae,﻿﻿Oriental Greenfinch,,,,,,79
898,US, Fringillidae,Yellow-fronted Canary,,,,,,79
899,US, Fringillidae,Evening Grosbeak,,,,,,79
900,US, Fringillidae,Hawfinch,,,,,,79
901,US, Passeridae,House Sparrow,Passer domesticus,Introduced species,,Perching Birds,PASSERIFORMES,80
902,US, Passeridae,Eurasian Tree Sparrow,Passer montanus,Introduced species,,Perching Birds,PASSERIFORMES,80
903,US, Plocedidae,Orange Bishop,Euplectes franciscanus,Introduced species,,Perching Birds,PASSERIFORMES,81
904,US, Estrildidae,Tricolored Munia,,,,,,82
905,US, Estrildidae,Java Sparrow,,,,,,82
906,US, Estrildidae,Nutmeg Mannikan,,,,,,82
